Gene	Length
Pmea_00001225	177
Pmea_00001226	744
Pmea_00001227	495
Pmea_00001228	636
Pmea_00001229	243
Pmea_00001230	174
Pmea_00001231	444
Pmea_00001232	597
Pmea_00001233	1323
Pmea_00001234	1863
Pmea_00001235	3063
Pmea_00001236	930
Pmea_00001237	390
Pmea_00001238	2007
Pmea_00001239	975
Pmea_00001240	2601
Pmea_00001241	2385
Pmea_00001242	2409
Pmea_00001243	570
Pmea_00001244	1059
Pmea_00001245	744
Pmea_00001246	486
Pmea_00001247	1575
Pmea_00001248	2094
Pmea_00001249	246
Pmea_00001250	1629
Pmea_00001251	1584
Pmea_00001252	180
Pmea_00001253	2016
Pmea_00001254	2046
Pmea_00001255	1053
Pmea_00001256	744
Pmea_00001257	4374
Pmea_00001258	3597
Pmea_00001259	966
Pmea_00001260	678
Pmea_00001261	2142
Pmea_00001262	963
Pmea_00001263	1371
Pmea_00001264	5745
Pmea_00001265	7128
Pmea_00001266	1449
Pmea_00001267	318
Pmea_00001268	1044
Pmea_00001269	1989
Pmea_00001270	570
Pmea_00001271	1299
Pmea_00001272	303
Pmea_00001273	1290
Pmea_00001274	1242
Pmea_00001275	219
Pmea_00001276	3510
Pmea_00001277	3507
Pmea_00001278	918
Pmea_00001279	3174
Pmea_00001280	1920
Pmea_00001281	360
Pmea_00001282	3204
Pmea_00001283	1065
Pmea_00001284	306
Pmea_00001285	2652
Pmea_00001286	864
Pmea_00001287	4557
Pmea_00001288	795
Pmea_00001289	1137
Pmea_00001290	1254
Pmea_00001291	1071
Pmea_00001292	621
Pmea_00001293	888
Pmea_00001294	1842
Pmea_00001295	756
Pmea_00001296	1824
Pmea_00001297	1506
Pmea_00001298	528
Pmea_00001299	3180
Pmea_00001300	2703
Pmea_00001301	1986
Pmea_00001302	2397
Pmea_00001303	2526
Pmea_00001304	2565
Pmea_00001305	471
Pmea_00001306	324
Pmea_00001307	1023
Pmea_00001308	2151
Pmea_00001309	8130
Pmea_00001310	195
Pmea_00001311	429
Pmea_00001312	1935
Pmea_00001313	1773
Pmea_00001314	219
Pmea_00001315	366
Pmea_00001316	1167
Pmea_00001317	3966
Pmea_00001318	5190
Pmea_00001319	204
Pmea_00001320	819
Pmea_00001321	2619
Pmea_00001322	1698
Pmea_00001323	564
Pmea_00001324	3186
Pmea_00001325	381
Pmea_00001326	213
Pmea_00001327	984
Pmea_00001328	966
Pmea_00001329	594
Pmea_00001330	1113
Pmea_00001331	1455
Pmea_00001332	1548
Pmea_00001333	1353
Pmea_00001334	540
Pmea_00001335	1122
Pmea_00001336	2241
Pmea_00001337	2487
Pmea_00001338	1497
Pmea_00001339	1281
Pmea_00001340	1308
Pmea_00001341	1272
Pmea_00001342	978
Pmea_00001343	990
Pmea_00001344	603
Pmea_00001345	1884
Pmea_00001346	3342
Pmea_00001347	2094
Pmea_00001348	438
Pmea_00001349	2235
Pmea_00001350	1926
Pmea_00001351	459
Pmea_00001352	702
Pmea_00001353	1110
Pmea_00001354	1395
Pmea_00001355	1758
Pmea_00001356	960
Pmea_00001357	1695
Pmea_00001358	1272
Pmea_00001359	2250
Pmea_00001360	2253
Pmea_00001361	984
Pmea_00001362	201
Pmea_00001363	2241
Pmea_00001364	1263
Pmea_00001365	1053
Pmea_00001366	510
Pmea_00001367	3402
Pmea_00001368	1161
Pmea_00001369	579
Pmea_00001370	348
Pmea_00001371	321
Pmea_00001372	663
Pmea_00001373	312
Pmea_00001374	336
Pmea_00001375	2115
Pmea_00001376	228
Pmea_00001377	591
Pmea_00001378	267
Pmea_00001379	210
Pmea_00001380	339
Pmea_00001381	336
Pmea_00001382	336
Pmea_00001383	384
Pmea_00001384	1344
Pmea_00001385	231
Pmea_00001386	330
Pmea_00001387	663
Pmea_00001388	1743
Pmea_00001389	1029
Pmea_00001390	1128
Pmea_00001391	1023
Pmea_00001392	387
Pmea_00001393	954
Pmea_00001394	1104
Pmea_00001395	888
Pmea_00001396	8505
Pmea_00001397	843
Pmea_00001398	1425
Pmea_00001399	1032
Pmea_00001400	810
Pmea_00001401	432
Pmea_00001402	1059
Pmea_00001403	927
Pmea_00001404	3606
Pmea_00001405	1824
Pmea_00001406	486
Pmea_00001407	978
Pmea_00001408	267
Pmea_00001409	1524
Pmea_00001410	882
Pmea_00001411	1884
Pmea_00001412	975
Pmea_00001413	1137
Pmea_00001414	3648
Pmea_00001415	2721
Pmea_00001416	816
Pmea_00001417	525
Pmea_00001418	1080
Pmea_00001419	600
Pmea_00001420	897
Pmea_00001421	6525
Pmea_00001422	240
Pmea_00001423	216
Pmea_00001424	192
Pmea_00001425	192
Pmea_00001426	2844
Pmea_00001427	936
Pmea_00001428	1071
Pmea_00001429	1104
Pmea_00001430	1062
Pmea_00001431	537
Pmea_00001432	699
Pmea_00001433	333
Pmea_00001434	1131
Pmea_00001435	576
Pmea_00001436	303
Pmea_00001437	4557
Pmea_00001438	4170
Pmea_00001439	3156
Pmea_00001440	2907
Pmea_00001441	714
Pmea_00001442	4560
Pmea_00001443	2520
Pmea_00001444	810
Pmea_00001445	585
Pmea_00001446	3477
Pmea_00001447	1779
Pmea_00001448	1188
Pmea_00001449	444
Pmea_00001450	4542
Pmea_00001451	2466
Pmea_00001452	771
Pmea_00001453	891
Pmea_00001454	1563
Pmea_00001455	3930
Pmea_00001456	762
Pmea_00001457	603
Pmea_00001458	756
Pmea_00001459	654
Pmea_00001460	735
Pmea_00001461	843
Pmea_00001462	471
Pmea_00001463	3459
Pmea_00001464	603
Pmea_00001465	318
Pmea_00001466	867
Pmea_00001467	1275
Pmea_00001468	2382
Pmea_00001469	1155
Pmea_00001470	1836
Pmea_00001471	2904
Pmea_00001472	321
Pmea_00001473	825
Pmea_00001474	1128
Pmea_00001475	1032
Pmea_00001476	417
Pmea_00001477	381
Pmea_00001478	3192
Pmea_00001479	654
Pmea_00001480	888
Pmea_00001481	3249
Pmea_00001482	531
Pmea_00001483	11952
Pmea_00001484	1782
Pmea_00001485	894
Pmea_00001486	2490
Pmea_00001487	3381
Pmea_00001488	849
Pmea_00001489	738
Pmea_00001490	4467
Pmea_00001491	894
Pmea_00001492	2736
Pmea_00001493	285
Pmea_00001494	3492
Pmea_00001495	1077
Pmea_00001496	2079
Pmea_00001497	624
Pmea_00001498	1815
Pmea_00001499	792
Pmea_00001500	870
Pmea_00001501	339
Pmea_00001502	2757
Pmea_00001503	3390
Pmea_00001504	9582
Pmea_00001505	1401
Pmea_00001506	1404
Pmea_00001507	1476
Pmea_00001508	2841
Pmea_00001509	504
Pmea_00001510	561
Pmea_00001511	1419
Pmea_00001512	1992
Pmea_00001513	828
Pmea_00001514	1269
Pmea_00001515	1041
Pmea_00001516	1158
Pmea_00001517	2970
Pmea_00001518	1758
Pmea_00001519	1644
Pmea_00001520	756
Pmea_00001521	771
Pmea_00001522	5124
Pmea_00001523	1200
Pmea_00001524	714
Pmea_00001525	2334
Pmea_00001526	1044
Pmea_00001527	255
Pmea_00001528	291
Pmea_00001529	1077
Pmea_00001530	594
Pmea_00001531	333
Pmea_00001532	297
Pmea_00001533	1365
Pmea_00001534	261
Pmea_00001535	1107
Pmea_00001536	876
Pmea_00001537	261
Pmea_00001538	558
Pmea_00001539	558
Pmea_00001540	210
Pmea_00001541	1107
Pmea_00001542	360
Pmea_00001543	1113
Pmea_00001544	1011
Pmea_00001545	1065
Pmea_00001546	2031
Pmea_00001547	3354
Pmea_00001548	360
Pmea_00001549	696
Pmea_00001550	2310
Pmea_00001551	501
Pmea_00001552	4401
Pmea_00001553	1530
Pmea_00001554	2643
Pmea_00001555	342
Pmea_00001556	348
Pmea_00001557	4413
Pmea_00001558	3372
Pmea_00001559	177
Pmea_00001560	2310
Pmea_00001561	756
Pmea_00001562	1206
Pmea_00001563	4275
Pmea_00001564	1272
Pmea_00001565	1500
Pmea_00001566	711
Pmea_00001567	942
Pmea_00001568	807
Pmea_00001569	1218
Pmea_00001570	1131
Pmea_00001571	1131
Pmea_00001572	417
Pmea_00001573	1365
Pmea_00001574	468
Pmea_00001575	198
Pmea_00001576	2016
Pmea_00001577	2457
Pmea_00001578	1494
Pmea_00001579	1161
Pmea_00001580	816
Pmea_00001581	534
Pmea_00001582	690
Pmea_00001583	2769
Pmea_00001584	3915
Pmea_00001585	261
Pmea_00001586	1317
Pmea_00001587	2853
Pmea_00001588	552
Pmea_00001589	810
Pmea_00001590	5631
Pmea_00001591	696
Pmea_00001592	3756
Pmea_00001593	8943
Pmea_00001594	3456
Pmea_00001595	1017
Pmea_00001596	1116
Pmea_00001597	546
Pmea_00001598	789
Pmea_00001599	3495
Pmea_00001600	2961
Pmea_00001601	3360
Pmea_00001602	1923
Pmea_00001603	636
Pmea_00001604	2052
Pmea_00001605	306
Pmea_00001606	2886
Pmea_00001607	1386
Pmea_00001608	570
Pmea_00001609	660
Pmea_00001610	1140
Pmea_00001611	1506
Pmea_00001612	717
Pmea_00001613	2301
Pmea_00001614	393
Pmea_00001615	681
Pmea_00001616	2580
Pmea_00001617	990
Pmea_00001618	423
Pmea_00001619	2067
Pmea_00001620	6492
Pmea_00001621	2001
Pmea_00001622	897
Pmea_00001623	813
Pmea_00001624	1605
Pmea_00001625	423
Pmea_00001626	1794
Pmea_00001627	5856
Pmea_00001628	1128
Pmea_00001629	393
Pmea_00001630	3483
Pmea_00001631	489
Pmea_00001632	1014
Pmea_00001633	1587
Pmea_00001634	6612
Pmea_00001635	690
Pmea_00001636	5436
Pmea_00001637	5325
Pmea_00001638	1812
Pmea_00001639	624
Pmea_00001640	720
Pmea_00001641	660
Pmea_00001642	1917
Pmea_00001643	936
Pmea_00001644	4410
Pmea_00001645	4098
Pmea_00001646	534
Pmea_00001647	429
Pmea_00001648	1272
Pmea_00001649	480
Pmea_00001650	1134
Pmea_00001651	1602
Pmea_00001652	3039
Pmea_00001653	2013
Pmea_00001654	741
Pmea_00001655	372
Pmea_00001656	513
Pmea_00001657	3624
Pmea_00001658	1779
Pmea_00001659	2847
Pmea_00001660	1920
Pmea_00001661	1812
Pmea_00001662	1602
Pmea_00001663	795
Pmea_00001664	1668
Pmea_00001665	384
Pmea_00001666	4218
Pmea_00001667	291
Pmea_00001668	2040
Pmea_00001669	960
Pmea_00001670	1038
Pmea_00001671	660
Pmea_00001672	354
Pmea_00001673	471
Pmea_00001674	3018
Pmea_00001675	990
Pmea_00001676	1467
Pmea_00001677	3876
Pmea_00001678	573
Pmea_00001679	747
Pmea_00001680	1401
Pmea_00001681	2595
Pmea_00001682	549
Pmea_00001683	2409
Pmea_00001684	981
Pmea_00001685	1086
Pmea_00001686	2862
Pmea_00001687	453
Pmea_00001688	966
Pmea_00001689	3258
Pmea_00001690	3090
Pmea_00001691	792
Pmea_00001692	1035
Pmea_00001693	741
Pmea_00001694	2172
Pmea_00001695	2202
Pmea_00001696	783
Pmea_00001697	561
Pmea_00001698	2514
Pmea_00001699	483
Pmea_00001700	420
Pmea_00001701	327
Pmea_00001702	1002
Pmea_00001703	372
Pmea_00001704	2952
Pmea_00001705	3201
Pmea_00001706	2208
Pmea_00001707	1083
Pmea_00001708	3687
Pmea_00001709	2013
Pmea_00001710	2778
Pmea_00001711	1908
Pmea_00001712	354
Pmea_00001713	1080
Pmea_00001714	2922
Pmea_00001715	4023
Pmea_00001716	1332
Pmea_00001717	1569
Pmea_00001718	2937
Pmea_00001719	261
Pmea_00001720	948
Pmea_00001721	645
Pmea_00001722	375
Pmea_00001723	504
Pmea_00001724	1131
Pmea_00001725	471
Pmea_00001726	345
Pmea_00001727	276
Pmea_00001728	1170
Pmea_00001729	1443
Pmea_00001730	954
Pmea_00001731	489
Pmea_00001732	198
Pmea_00001733	321
Pmea_00001734	192
Pmea_00001735	228
Pmea_00001736	1464
Pmea_00001737	1734
Pmea_00001738	2277
Pmea_00001739	984
Pmea_00001740	636
Pmea_00001741	1278
Pmea_00001742	576
Pmea_00001743	1287
Pmea_00001744	1935
Pmea_00001745	1980
Pmea_00001746	5814
Pmea_00001747	2394
Pmea_00001748	960
Pmea_00001749	3732
Pmea_00001750	171
Pmea_00001751	5733
Pmea_00001752	4404
Pmea_00001753	171
Pmea_00001754	5469
Pmea_00001755	822
Pmea_00001756	1605
Pmea_00001757	777
Pmea_00001758	777
Pmea_00001759	1161
Pmea_00001760	1467
Pmea_00001761	315
Pmea_00001762	723
Pmea_00001763	3273
Pmea_00001764	1473
Pmea_00001765	4473
Pmea_00001766	561
Pmea_00001767	192
Pmea_00001768	1800
Pmea_00001769	1281
Pmea_00001770	1722
Pmea_00001771	726
Pmea_00001772	1236
Pmea_00001773	732
Pmea_00001774	591
Pmea_00001775	1221
Pmea_00001776	1527
Pmea_00001777	1134
Pmea_00001778	1194
Pmea_00001779	2226
Pmea_00001780	228
Pmea_00001781	819
Pmea_00001782	1002
Pmea_00001783	381
Pmea_00001784	453
Pmea_00001785	1302
Pmea_00001786	894
Pmea_00001787	672
Pmea_00001788	2604
Pmea_00001789	819
Pmea_00001790	357
Pmea_00001791	774
Pmea_00001792	663
Pmea_00001793	678
Pmea_00001794	678
Pmea_00001795	678
Pmea_00001796	360
Pmea_00001797	336
Pmea_00001798	372
Pmea_00001799	678
Pmea_00001800	678
Pmea_00001801	363
Pmea_00001802	357
Pmea_00001803	273
Pmea_00001804	309
Pmea_00001805	576
Pmea_00001806	465
Pmea_00001807	381
Pmea_00001808	1359
Pmea_00001809	627
Pmea_00001810	357
Pmea_00001811	234
Pmea_00001812	1287
Pmea_00001813	1095
Pmea_00001814	492
Pmea_00001815	1860
Pmea_00001816	318
Pmea_00001817	1098
Pmea_00001818	600
Pmea_00001819	375
Pmea_00001820	1008
Pmea_00001821	540
Pmea_00001822	921
Pmea_00001823	174
Pmea_00001824	321
Pmea_00001825	408
Pmea_00001826	273
Pmea_00001827	738
Pmea_00001828	2133
Pmea_00001829	2136
Pmea_00001830	1161
Pmea_00001831	3870
Pmea_00001832	1590
Pmea_00001833	807
Pmea_00001834	1611
Pmea_00001835	492
Pmea_00001836	1710
Pmea_00001837	330
Pmea_00001838	984
Pmea_00001839	921
Pmea_00001840	1488
Pmea_00001841	1671
Pmea_00001842	624
Pmea_00001843	1005
Pmea_00001844	390
Pmea_00001845	435
Pmea_00001846	678
Pmea_00001847	1158
Pmea_00001848	510
Pmea_00001849	288
Pmea_00001850	195
Pmea_00001851	669
Pmea_00001852	942
Pmea_00001853	663
Pmea_00001854	600
Pmea_00001855	1422
Pmea_00001856	666
Pmea_00001857	1455
Pmea_00001858	477
Pmea_00001859	699
Pmea_00001860	156
Pmea_00001861	2136
Pmea_00001862	576
Pmea_00001863	843
Pmea_00001864	177
Pmea_00001865	240
Pmea_00001866	1302
Pmea_00001867	2094
Pmea_00001868	1632
Pmea_00001869	270
Pmea_00001870	960
Pmea_00001871	1659
Pmea_00001872	438
Pmea_00001873	312
Pmea_00001874	219
Pmea_00001875	303
Pmea_00001876	2646
Pmea_00001877	462
Pmea_00001878	390
Pmea_00001879	633
Pmea_00001880	294
Pmea_00001881	720
Pmea_00001882	1128
Pmea_00001883	357
Pmea_00001884	2277
Pmea_00001885	450
Pmea_00001886	225
Pmea_00001887	222
Pmea_00001888	357
Pmea_00001889	309
Pmea_00001890	1077
Pmea_00001891	495
Pmea_00001892	246
Pmea_00001893	357
Pmea_00001894	357
Pmea_00001895	357
Pmea_00001896	357
Pmea_00001897	357
Pmea_00001898	357
Pmea_00001899	357
Pmea_00001900	930
Pmea_00001901	897
Pmea_00001902	195
Pmea_00001903	1743
Pmea_00001904	2709
Pmea_00001905	1209
Pmea_00001906	3117
Pmea_00001907	516
Pmea_00001908	285
Pmea_00001909	336
Pmea_00001910	3237
Pmea_00001911	858
Pmea_00001912	3177
Pmea_00001913	636
Pmea_00001914	570
Pmea_00001915	627
Pmea_00001916	633
Pmea_00001917	2079
Pmea_00001918	1812
Pmea_00001919	369
Pmea_00001920	1578
Pmea_00001921	2580
Pmea_00001922	1488
Pmea_00001923	1134
Pmea_00001924	1269
Pmea_00001925	1161
Pmea_00001926	627
Pmea_00001927	1746
Pmea_00001928	2694
Pmea_00001929	552
Pmea_00001930	1743
Pmea_00001931	1107
Pmea_00001932	429
Pmea_00001933	1029
Pmea_00001934	990
Pmea_00001935	687
Pmea_00001936	879
Pmea_00001937	372
Pmea_00001938	1989
Pmea_00001939	1023
Pmea_00001940	1917
Pmea_00001941	1464
Pmea_00001942	381
Pmea_00001943	372
Pmea_00001944	312
Pmea_00001945	969
Pmea_00001946	1047
Pmea_00001947	681
Pmea_00001948	192
Pmea_00001949	192
Pmea_00001950	2511
Pmea_00001951	4656
Pmea_00001952	951
Pmea_00001953	333
Pmea_00001954	744
Pmea_00001955	936
Pmea_00001956	894
Pmea_00001957	3126
Pmea_00001958	831
Pmea_00001959	324
Pmea_00001960	540
Pmea_00001961	1110
Pmea_00001962	375
Pmea_00001963	606
Pmea_00001964	348
Pmea_00001965	207
Pmea_00001966	411
Pmea_00001967	447
Pmea_00001968	237
Pmea_00001969	192
Pmea_00001970	171
Pmea_00001971	126
Pmea_00001972	384
Pmea_00001973	168
Pmea_00001974	171
Pmea_00001975	126
Pmea_00001976	408
Pmea_00001977	756
Pmea_00001978	1116
Pmea_00001979	2181
Pmea_00001980	1992
Pmea_00001981	2553
Pmea_00001982	639
Pmea_00001983	582
Pmea_00001984	690
Pmea_00001985	1926
Pmea_00001986	1605
Pmea_00001987	2139
Pmea_00001988	1287
Pmea_00001989	1599
Pmea_00001990	801
Pmea_00001991	2289
Pmea_00001992	1605
Pmea_00001993	2085
Pmea_00001994	696
Pmea_00001995	639
Pmea_00001996	1743
Pmea_00001997	462
Pmea_00001998	1800
Pmea_00001999	435
Pmea_00002000	294
Pmea_00002001	1305
Pmea_00002002	2151
Pmea_00002003	219
Pmea_00002004	1173
Pmea_00002005	825
Pmea_00002006	1845
Pmea_00002007	1704
Pmea_00002008	504
Pmea_00002009	1686
Pmea_00002010	870
Pmea_00002011	2097
Pmea_00002012	3315
Pmea_00002013	675
Pmea_00002014	1782
Pmea_00002015	813
Pmea_00002016	843
Pmea_00002017	984
Pmea_00002018	978
Pmea_00002019	609
Pmea_00002020	1851
Pmea_00002021	810
Pmea_00002022	534
Pmea_00002023	1218
Pmea_00002024	3357
Pmea_00002025	429
Pmea_00002026	918
Pmea_00002027	975
Pmea_00002028	4047
Pmea_00002029	1686
Pmea_00002030	186
Pmea_00002031	5955
Pmea_00002032	891
Pmea_00002033	228
Pmea_00002034	3267
Pmea_00002035	414
Pmea_00002036	1908
Pmea_00002037	1743
Pmea_00002038	960
Pmea_00002039	3438
Pmea_00002040	1185
Pmea_00002041	2346
Pmea_00002042	579
Pmea_00002043	1614
Pmea_00002044	603
Pmea_00002045	516
Pmea_00002046	1428
Pmea_00002047	5025
Pmea_00002048	1689
Pmea_00002049	4296
Pmea_00002050	5034
Pmea_00002051	4308
Pmea_00002052	561
Pmea_00002053	543
Pmea_00002054	300
Pmea_00002055	390
Pmea_00002056	915
Pmea_00002057	234
Pmea_00002058	654
Pmea_00002059	630
Pmea_00002060	5079
Pmea_00002061	357
Pmea_00002062	4017
Pmea_00002063	816
Pmea_00002064	5409
Pmea_00002065	1110
Pmea_00002066	282
Pmea_00002067	309
Pmea_00002068	783
Pmea_00002069	2016
Pmea_00002070	2724
Pmea_00002071	4365
Pmea_00002072	1953
Pmea_00002073	834
Pmea_00002074	1839
Pmea_00002075	237
Pmea_00002076	744
Pmea_00002077	3105
Pmea_00002078	1068
Pmea_00002079	156
Pmea_00002080	729
Pmea_00002081	3492
Pmea_00002082	774
Pmea_00002083	1200
Pmea_00002084	972
Pmea_00002085	2862
Pmea_00002086	1629
Pmea_00002087	1239
Pmea_00002088	243
Pmea_00002089	1638
Pmea_00002090	1893
Pmea_00002091	489
Pmea_00002092	519
Pmea_00002093	1542
Pmea_00002094	864
Pmea_00002095	1068
Pmea_00002096	555
Pmea_00002097	660
Pmea_00002098	2484
Pmea_00002099	2355
Pmea_00002100	3021
Pmea_00002101	456
Pmea_00002102	1605
Pmea_00002103	435
Pmea_00002104	1275
Pmea_00002105	1383
Pmea_00002106	2040
Pmea_00002107	771
Pmea_00002108	303
Pmea_00002109	1179
Pmea_00002110	546
Pmea_00002111	177
Pmea_00002112	162
Pmea_00002113	1209
Pmea_00002114	1860
Pmea_00002115	1803
Pmea_00002116	729
Pmea_00002117	318
Pmea_00002118	1149
Pmea_00002119	546
Pmea_00002120	1791
Pmea_00002121	534
Pmea_00002122	1962
Pmea_00002123	4548
Pmea_00002124	1158
Pmea_00002125	954
Pmea_00002126	585
Pmea_00002127	1092
Pmea_00002128	2124
Pmea_00002129	3789
Pmea_00002130	759
Pmea_00002131	2739
Pmea_00002132	984
Pmea_00002133	1134
Pmea_00002134	1179
Pmea_00002135	999
Pmea_00002136	1488
Pmea_00002137	435
Pmea_00002138	1347
Pmea_00002139	1338
Pmea_00002140	579
Pmea_00002141	1884
Pmea_00002142	507
Pmea_00002143	2994
Pmea_00002144	477
Pmea_00002145	5541
Pmea_00002146	567
Pmea_00002147	663
Pmea_00002148	3894
Pmea_00002149	2295
Pmea_00002150	3636
Pmea_00002151	3636
Pmea_00002152	210
Pmea_00002153	681
Pmea_00002154	3624
Pmea_00002155	327
Pmea_00002156	3636
Pmea_00002157	285
Pmea_00002158	306
Pmea_00002159	171
Pmea_00002160	222
Pmea_00002161	372
Pmea_00002162	726
Pmea_00002163	306
Pmea_00002164	780
Pmea_00002165	972
Pmea_00002166	1878
Pmea_00002167	405
Pmea_00002168	351
Pmea_00002169	1239
Pmea_00002170	348
Pmea_00002171	879
Pmea_00002172	537
Pmea_00002173	594
Pmea_00002174	1344
Pmea_00002175	405
Pmea_00002176	1377
Pmea_00002177	1029
Pmea_00002178	1914
Pmea_00002179	750
Pmea_00002180	3489
Pmea_00002181	183
Pmea_00002182	3465
Pmea_00002183	213
Pmea_00002184	2784
Pmea_00002185	444
Pmea_00002186	1527
Pmea_00002187	186
Pmea_00002188	585
Pmea_00002189	528
Pmea_00002190	444
Pmea_00002191	1500
Pmea_00002192	3483
Pmea_00002193	1230
Pmea_00002194	183
Pmea_00002195	1038
Pmea_00002196	564
Pmea_00002197	627
Pmea_00002198	237
Pmea_00002199	1569
Pmea_00002200	303
Pmea_00002201	141
Pmea_00002202	183
Pmea_00002203	5763
Pmea_00002204	486
Pmea_00002205	4812
Pmea_00002206	258
Pmea_00002207	384
Pmea_00002208	240
Pmea_00002209	195
Pmea_00002210	3225
Pmea_00002211	4491
Pmea_00002212	312
Pmea_00002213	435
Pmea_00002214	2127
Pmea_00002215	165
Pmea_00002216	483
Pmea_00002217	396
Pmea_00002218	903
Pmea_00002219	528
Pmea_00002220	5616
Pmea_00002221	579
Pmea_00002222	246
Pmea_00002223	384
Pmea_00002224	282
Pmea_00002225	2931
Pmea_00002226	246
Pmea_00002227	2964
Pmea_00002228	4134
Pmea_00002229	258
Pmea_00002230	531
Pmea_00002231	246
Pmea_00002232	417
Pmea_00002233	258
Pmea_00002234	270
Pmea_00002235	1938
Pmea_00002236	4377
Pmea_00002237	435
Pmea_00002238	1161
Pmea_00002239	1584
Pmea_00002240	252
Pmea_00002241	519
Pmea_00002242	2403
Pmea_00002243	1041
Pmea_00002244	2397
Pmea_00002245	1119
Pmea_00002246	987
Pmea_00002247	774
Pmea_00002248	1284
Pmea_00002249	1827
Pmea_00002250	1482
Pmea_00002251	2592
Pmea_00002252	885
Pmea_00002253	3186
Pmea_00002254	1458
Pmea_00002255	1110
Pmea_00002256	1140
Pmea_00002257	2856
Pmea_00002258	192
Pmea_00002259	2619
Pmea_00002260	531
Pmea_00002261	2250
Pmea_00002262	225
Pmea_00002263	276
Pmea_00002264	3117
Pmea_00002265	975
Pmea_00002266	294
Pmea_00002267	792
Pmea_00002268	2514
Pmea_00002269	810
Pmea_00002270	1200
Pmea_00002271	312
Pmea_00002272	1590
Pmea_00002273	693
Pmea_00002274	1173
Pmea_00002275	1419
Pmea_00002276	1347
Pmea_00002277	4191
Pmea_00002278	1137
Pmea_00002279	234
Pmea_00002280	1059
Pmea_00002281	444
Pmea_00002282	972
Pmea_00002283	684
Pmea_00002284	324
Pmea_00002285	708
Pmea_00002286	1245
Pmea_00002287	702
Pmea_00002288	486
Pmea_00002289	867
Pmea_00002290	1041
Pmea_00002291	1014
Pmea_00002292	729
Pmea_00002293	732
Pmea_00002294	1677
Pmea_00002295	2841
Pmea_00002296	537
Pmea_00002297	396
Pmea_00002298	807
Pmea_00002299	339
Pmea_00002300	843
Pmea_00002301	882
Pmea_00002302	324
Pmea_00002303	510
Pmea_00002304	330
Pmea_00002305	303
Pmea_00002306	900
Pmea_00002307	831
Pmea_00002308	234
Pmea_00002309	528
Pmea_00002310	477
Pmea_00002311	561
Pmea_00002312	2100
Pmea_00002313	897
Pmea_00002314	189
